Indices with the equal value of the average in the column
Column 1 | average = 0.492583: 
Column 416 | average = 0.490546: 135, 140, 142, 155, 270, 328, 527, 843, 946, 1202, 1455, 1669, 1670, 1850, 1918, 1932, 1942, 2011, 2073, 2170, 2246, 2393, 2565, 2592, 2702, 2718, 2743, 2787, 2814, 2822, 2891, 3188, 3246, 3399, 3486, 3631, 3900, 3961, 4053, 4055, 4124, 4235, 4407, 4562, 4704, 4733, 4737, 5181, 5363, 5503, 5558, 5615, 5651, 5791, 5810, 5989, 6001, 6336, 6389, 6410, 6499, 6631, 7005, 7112, 7190, 7204, 7325, 7358, 7420, 7451, 7575, 7587, 7853, 8105, 8122, 8160, 8203, 8242, 8261, 8423, 8581, 8591, 8593, 8618, 8699, 8753, 9015, 9190, 9204, 9373, 9424, 9447, 9557, 9912, 
Column 417 | average = 0.498560: 
Column 418 | average = 0.497383: 
Column 419 | average = 0.492981: 
Column 420 | average = 0.491320: 
Column 421 | average = 0.498602: 
Column 422 | average = 0.490650: 40, 117, 355, 378, 744, 879, 915, 986, 1029, 1350, 1434, 1595, 1622, 1709, 1753, 1831, 1855, 1879, 1915, 1965, 1980, 2151, 2152, 2169, 2867, 3063, 3127, 3237, 3322, 3358, 3448, 3468, 3574, 3673, 3990, 4007, 4053, 4205, 4206, 4388, 4434, 4451, 4471, 4575, 4693, 4776, 4800, 4894, 5026, 5113, 5180, 5203, 5226, 5313, 5494, 5555, 5607, 5617, 5849, 5886, 5962, 5976, 6016, 6191, 6286, 6347, 6372, 6394, 6408, 6589, 6719, 6856, 6992, 7064, 7112, 7146, 7207, 7352, 7373, 7519, 7632, 7815, 8020, 8041, 8043, 8239, 8260, 8359, 8519, 8635, 8758, 8846, 8963, 8982, 9046, 9113, 9414, 9439, 9662, 9734, 9742, 9746, 9836, 9895, 9964, 
Column 423 | average = 0.498035: 
Column 424 | average = 0.496671: 
Column 425 | average = 0.489887: 
Column 426 | average = 0.492682: 
Column 427 | average = 0.495577: 
Column 428 | average = 0.494913: 
Column 429 | average = 0.494843: 
Column 430 | average = 0.497156: 
Column 431 | average = 0.491511: 
Column 432 | average = 0.496568: 
Column 433 | average = 0.499117: 
Column 434 | average = 0.494509: 
Column 435 | average = 0.496954: 
Column 436 | average = 0.497218: 
Column 437 | average = 0.493891: 
Column 438 | average = 0.497618: 
Column 439 | average = 0.490250: 88, 130, 310, 429, 610, 693, 754, 934, 985, 1072, 1101, 1290, 1762, 1805, 1896, 1972, 2189, 2317, 2347, 2408, 2522, 2681, 2737, 2895, 2965, 2969, 3204, 3225, 3265, 3416, 3631, 3770, 3930, 3971, 4046, 4135, 4337, 4409, 4478, 4593, 4614, 4619, 4822, 4853, 4871, 4922, 4972, 5023, 5270, 5301, 5491, 5587, 5793, 5824, 5983, 5984, 6005, 6074, 6089, 6137, 6267, 6654, 6678, 6751, 6760, 6925, 6926, 6996, 7065, 7270, 7463, 7691, 7711, 7814, 7859, 8167, 8388, 8440, 8537, 8655, 8715, 8725, 8830, 8854, 9212, 9238, 9469, 9478, 9551, 9820, 9900, 9969, 
Column 440 | average = 0.494620: 
Column 441 | average = 0.494107: 
Column 442 | average = 0.495622: 
Column 443 | average = 0.496865: 
Column 444 | average = 0.494518: 
Column 445 | average = 0.492067: 
Column 446 | average = 0.495603: 
Column 447 | average = 0.491015: 
Column 448 | average = 0.490584: 40, 42, 93, 133, 174, 195, 266, 454, 459, 510, 511, 727, 991, 1188, 1274, 1314, 1368, 1378, 1470, 1577, 1598, 1616, 1788, 1831, 1902, 1906, 1929, 1937, 2067, 2080, 2088, 2140, 2179, 2221, 2587, 2603, 2790, 2878, 2956, 3123, 3243, 3257, 3333, 3389, 3397, 3451, 3546, 3765, 3880, 3884, 3972, 4262, 4403, 4406, 4458, 4491, 4552, 4689, 4764, 4901, 4907, 5195, 5298, 5299, 5492, 5599, 5743, 5891, 6144, 6159, 6170, 6186, 6298, 6315, 6335, 6365, 6480, 6503, 6656, 6667, 6847, 6862, 7209, 7231, 7407, 7411, 7447, 7465, 7925, 7990, 8071, 8157, 8451, 8696, 8776, 8860, 8967, 9063, 9323, 9376, 9465, 9622, 9659, 9828, 9848, 9984, 
Column 449 | average = 0.493049: 
Column 450 | average = 0.493550: 
Column 451 | average = 0.494008: 
Column 452 | average = 0.492510: 
Column 453 | average = 0.495181: 
Column 454 | average = 0.502995: 
Column 455 | average = 0.498261: 
Column 456 | average = 0.499055: 
Column 457 | average = 0.493360: 
Column 458 | average = 0.493399: 
Column 459 | average = 0.495335: 
Column 460 | average = 0.491950: 
Column 461 | average = 0.496544: 
Column 462 | average = 0.489971: 
Column 463 | average = 0.490339: 94, 227, 324, 521, 693, 709, 814, 842, 859, 879, 948, 1101, 1113, 1156, 1184, 1285, 1345, 1346, 1358, 1459, 1572, 1595, 1673, 1821, 1873, 1944, 2176, 2237, 2248, 2251, 2388, 2586, 3250, 3275, 3467, 3493, 3607, 3641, 3651, 3764, 4158, 4180, 4209, 4264, 4392, 4514, 4549, 4562, 4588, 4696, 4771, 4787, 4947, 4953, 5109, 5221, 5461, 5553, 5608, 5651, 5706, 5712, 5731, 5785, 5804, 5895, 6207, 6353, 6359, 6423, 6479, 6521, 7015, 7027, 7181, 7192, 7224, 7534, 7590, 7799, 7806, 7864, 7885, 7922, 8299, 8416, 8531, 8611, 8681, 8696, 8710, 8741, 8824, 8832, 8886, 8919, 8936, 9235, 9340, 9374, 9615, 9662, 9734, 9804, 
Column 464 | average = 0.501673: 
Column 465 | average = 0.491709: 
Column 466 | average = 0.492399: 
Column 467 | average = 0.493099: 
Column 468 | average = 0.491293: 
Column 469 | average = 0.489305: 
Column 470 | average = 0.494865: 
Column 471 | average = 0.491893: 
Column 472 | average = 0.495954: 
Column 473 | average = 0.498040: 
Column 474 | average = 0.494313: 
Column 475 | average = 0.493007: 
Column 476 | average = 0.492159: 
Column 477 | average = 0.495084: 
Column 478 | average = 0.494312: 
Column 479 | average = 0.496687: 
Column 480 | average = 0.489690: 
Column 481 | average = 0.494417: 
Column 482 | average = 0.489135: 
Column 483 | average = 0.499781: 
Column 484 | average = 0.497087: 
Column 485 | average = 0.491960: 
Column 486 | average = 0.492787: 
Column 487 | average = 0.494551: 
Column 488 | average = 0.501814: 
Column 489 | average = 0.497640: 
Column 490 | average = 0.495609: 
Column 491 | average = 0.493326: 
Column 492 | average = 0.499404: 
Column 493 | average = 0.498534: 
Column 494 | average = 0.491542: 
Column 495 | average = 0.498888: 
Column 496 | average = 0.493857: 
Column 497 | average = 0.492716: 
Column 498 | average = 0.497938: 
Column 499 | average = 0.493139: 
Column 500 | average = 0.496282: 
Column 501 | average = 0.496775: 
Column 502 | average = 0.491686: 
Column 503 | average = 0.489399: 
Column 504 | average = 0.492207: 
Column 505 | average = 0.493069: 
Column 506 | average = 0.494477: 
Column 507 | average = 0.494188: 
Column 508 | average = 0.490832: 106, 182, 193, 353, 447, 482, 528, 560, 564, 614, 943, 952, 1009, 1075, 1456, 1469, 1611, 1642, 1980, 1993, 2010, 2071, 2080, 2162, 2217, 2254, 2315, 2368, 2408, 2581, 2613, 2717, 2817, 2895, 2910, 2958, 3532, 3651, 3678, 3830, 3858, 3883, 3920, 4055, 4088, 4104, 4105, 4130, 4162, 4842, 4984, 5225, 5238, 5266, 5407, 5539, 5699, 5794, 5805, 5846, 5853, 5971, 6008, 6026, 6132, 6247, 6301, 6347, 6410, 6509, 6713, 6725, 6782, 7011, 7124, 7132, 7184, 7206, 7229, 7259, 7309, 7313, 7483, 7544, 7596, 7697, 7714, 7717, 7793, 7911, 7964, 8021, 8046, 8058, 8065, 8066, 8130, 8252, 8387, 8546, 8582, 8653, 8889, 9428, 9563, 9600, 9894, 
Column 509 | average = 0.499848: 
Column 510 | average = 0.502687: 
Column 511 | average = 0.490798: 119, 198, 283, 428, 476, 497, 683, 707, 827, 929, 949, 977, 1124, 1148, 1336, 1363, 1524, 1526, 1772, 1839, 1920, 1923, 1934, 2289, 2370, 2421, 2529, 2650, 2776, 2867, 2932, 2952, 3058, 3191, 3588, 3838, 4139, 4167, 4404, 4463, 4610, 4628, 4714, 4764, 5226, 5299, 5323, 5439, 5522, 5538, 5643, 5690, 5856, 6000, 6070, 6111, 6122, 6257, 6390, 6423, 6515, 6536, 6573, 6578, 6651, 6682, 6796, 6977, 6987, 7447, 7762, 7772, 7785, 7932, 8051, 8052, 8350, 8361, 8477, 8712, 8914, 8986, 8997, 9119, 9218, 9427, 9458, 9590, 9847, 9870, 9959, 
Column 512 | average = 0.497454: 
Column 513 | average = 0.493995: 
Column 514 | average = 0.492861: 
Column 515 | average = 0.495483: 
Column 516 | average = 0.494779: 
Column 517 | average = 0.494649: 
Column 518 | average = 0.489866: 
Column 519 | average = 0.492661: 
Column 520 | average = 0.495952: 
Column 521 | average = 0.493992: 
Column 522 | average = 0.493030: 
Column 523 | average = 0.490445: 39, 70, 135, 215, 341, 349, 403, 647, 906, 954, 962, 1004, 1108, 1169, 1607, 1676, 1743, 1975, 2003, 2072, 2194, 2257, 2279, 2408, 2794, 2964, 2982, 3072, 3100, 3363, 3421, 3469, 3660, 3742, 4094, 4119, 4172, 4329, 4439, 4508, 4552, 4654, 4671, 4716, 4799, 4947, 5005, 5113, 5152, 5209, 5345, 5557, 5809, 5811, 5979, 5990, 6080, 6331, 6848, 6903, 6918, 7205, 7260, 7431, 7458, 7471, 7688, 7706, 7732, 7871, 7886, 7954, 8115, 8181, 8193, 8261, 8313, 8396, 8522, 8711, 8764, 8980, 9064, 9080, 9139, 9186, 9255, 9257, 9297, 9394, 9402, 9595, 9722, 9846, 
Column 524 | average = 0.490867: 7, 91, 135, 253, 361, 489, 876, 1152, 1155, 1162, 1186, 1272, 1293, 1369, 1462, 1463, 1466, 1507, 1516, 1724, 1756, 1787, 1893, 2018, 2269, 2273, 2299, 2338, 2403, 2831, 2875, 2917, 3179, 3219, 3253, 3342, 3472, 3820, 3880, 3928, 4049, 4082, 4123, 4167, 4199, 4345, 4441, 4512, 4988, 5217, 5220, 5279, 5418, 5601, 5642, 5804, 6310, 6406, 6420, 6509, 6520, 6564, 6770, 6933, 7041, 7076, 7110, 7131, 7234, 7396, 7623, 7774, 7807, 7867, 7951, 7953, 8034, 8080, 8143, 8150, 8207, 8538, 8697, 8832, 8980, 9058, 9171, 9206, 9403, 9429, 9432, 9514, 9588, 9615, 9851, 9996, 
Column 525 | average = 0.496494: 
Column 526 | average = 0.489627: 
Column 527 | average = 0.491676: 
Column 528 | average = 0.501212: 
Column 529 | average = 0.490554: 149, 206, 329, 348, 469, 504, 526, 537, 592, 615, 623, 859, 1172, 1189, 1401, 1448, 1514, 1568, 1626, 1718, 1955, 2175, 2364, 2382, 2384, 2403, 2413, 2468, 2491, 2512, 2640, 2685, 2708, 2826, 2966, 3054, 3173, 3219, 3493, 3650, 3705, 3721, 3758, 3872, 4050, 4512, 4592, 4681, 4779, 4826, 5179, 5338, 5446, 5548, 5573, 5653, 5810, 5854, 5910, 5968, 6020, 6128, 6251, 6546, 6579, 6717, 6725, 6789, 6942, 7220, 7327, 7328, 7336, 7423, 7446, 7625, 7627, 7655, 7679, 7756, 7901, 7945, 7952, 8101, 8138, 8188, 8209, 8307, 8491, 8712, 8842, 8895, 8930, 9043, 9191, 9368, 9381, 9417, 9457, 9569, 9702, 
Column 530 | average = 0.494116: 
Column 531 | average = 0.493533: 
Column 532 | average = 0.493658: 
Column 533 | average = 0.496848: 
Column 534 | average = 0.492286: 
Column 535 | average = 0.491921: 
Column 536 | average = 0.496828: 
Column 537 | average = 0.492830: 
Column 538 | average = 0.498336: 
Column 539 | average = 0.500293: 22, 97, 168, 434, 558, 684, 774, 828, 850, 1059, 1181, 1381, 1499, 1590, 1827, 1845, 1852, 1864, 2084, 2595, 2645, 2675, 2734, 3022, 3041, 3171, 3201, 3213, 3350, 3391, 3555, 3686, 3696, 3784, 3848, 3914, 3919, 3943, 3991, 4281, 4291, 5022, 5167, 5255, 5391, 5444, 5482, 5554, 5597, 5609, 5621, 5624, 5712, 5722, 5803, 5899, 5940, 6096, 6119, 6232, 6273, 6433, 6451, 6495, 6500, 6640, 6644, 6693, 6814, 6979, 7033, 7259, 7310, 7400, 7444, 7676, 7721, 7775, 8201, 8244, 8252, 8456, 8541, 8614, 8640, 8726, 8786, 8959, 8987, 9074, 9088, 9226, 9273, 9307, 9598, 9775, 9815, 9981, 
Column 540 | average = 0.496734: 
Column 541 | average = 0.495935: 
Column 542 | average = 0.501297: 
Column 543 | average = 0.495003: 
Column 544 | average = 0.495235: 
Column 545 | average = 0.494843: 
Column 546 | average = 0.492974: 
Column 547 | average = 0.493733: 
Column 548 | average = 0.494988: 
Column 549 | average = 0.489886: 
Column 550 | average = 0.490095: 40, 259, 290, 314, 382, 525, 600, 602, 667, 763, 803, 884, 922, 971, 1081, 1093, 1126, 1282, 1348, 1432, 1504, 1569, 1574, 1633, 1696, 1703, 1849, 2385, 2422, 2454, 2544, 2699, 2702, 2766, 2816, 2981, 3117, 3123, 3125, 3190, 3270, 3343, 3428, 3499, 3519, 3629, 3690, 3722, 3778, 3887, 3915, 3979, 4051, 4229, 4395, 4434, 4435, 4580, 4697, 4874, 5035, 5062, 5228, 5304, 5394, 5405, 5599, 5669, 5770, 5841, 5846, 5869, 5967, 6069, 6114, 6151, 6201, 6455, 6457, 6460, 6550, 6813, 6841, 6871, 6914, 7003, 7173, 7183, 7669, 8073, 8235, 8291, 8530, 8575, 8763, 8781, 9119, 9170, 9428, 9454, 9500, 9652, 9656, 9687, 9691, 9731, 9737, 
Column 551 | average = 0.498422: 
Column 552 | average = 0.496037: 
Column 553 | average = 0.490172: 60, 89, 396, 418, 439, 504, 608, 624, 825, 891, 1001, 1003, 1087, 1280, 1466, 1590, 1811, 1905, 2022, 2035, 2106, 2109, 2305, 2404, 2440, 2552, 2557, 3011, 3013, 3312, 3388, 3411, 3578, 3651, 3758, 3764, 3795, 3958, 3961, 4105, 4150, 4220, 4231, 4317, 4331, 4414, 4605, 4668, 4801, 5048, 5199, 5335, 5352, 5402, 5427, 5458, 5610, 5631, 5762, 5994, 6092, 6140, 6323, 6550, 6899, 6922, 6961, 7016, 7261, 7355, 7449, 7539, 7540, 7614, 7618, 7671, 7692, 7738, 7838, 7939, 7993, 8195, 8283, 8365, 8374, 8390, 8458, 8464, 8626, 8630, 8686, 8777, 8907, 8966, 9066, 9344, 9385, 9387, 9438, 9462, 9464, 9601, 9645, 9895, 9907, 9938, 
Column 554 | average = 0.493577: 
Column 555 | average = 0.493824: 
Column 556 | average = 0.498706: 
Column 557 | average = 0.495372: 
Column 558 | average = 0.492776: 
Column 559 | average = 0.489982: 
Column 560 | average = 0.495736: 
Column 561 | average = 0.498608: 
Column 562 | average = 0.495119: 
Column 563 | average = 0.494511: 
Column 564 | average = 0.496146: 
Column 565 | average = 0.495751: 
Column 566 | average = 0.486097: 
Column 567 | average = 0.489098: 
Column 568 | average = 0.498658: 
Column 569 | average = 0.496693: 
Column 570 | average = 0.492144: 
Column 571 | average = 0.489724: 
Column 572 | average = 0.489716: 
Column 573 | average = 0.497212: 
Column 574 | average = 0.492475: 
Column 575 | average = 0.496130: 
Column 576 | average = 0.491829: 
Column 577 | average = 0.495211: 
Column 578 | average = 0.496209: 
Column 579 | average = 0.495096: 
Column 580 | average = 0.493264: 
Column 581 | average = 0.495257: 
Column 582 | average = 0.490197: 237, 254, 490, 528, 729, 802, 891, 929, 1007, 1024, 1061, 1113, 1207, 1272, 1315, 1437, 1487, 1532, 1604, 1647, 1656, 1766, 1807, 2022, 2201, 2216, 2275, 2431, 2470, 2710, 3004, 3069, 3295, 3357, 3366, 3466, 3467, 3756, 3765, 3811, 3853, 3858, 3878, 3913, 3980, 4016, 4068, 4073, 4078, 4109, 4205, 4244, 4281, 4303, 4321, 4337, 4386, 4404, 4419, 4828, 5012, 5116, 5119, 5343, 5493, 5565, 5621, 5831, 5921, 6059, 6148, 6168, 6207, 6593, 6658, 6726, 6847, 6897, 6921, 7086, 7233, 7293, 7356, 7368, 7379, 7448, 7504, 7656, 7911, 8013, 8054, 8099, 8178, 8242, 8302, 8389, 8458, 8503, 8631, 8640, 8850, 9552, 9584, 9709, 9719, 9798, 9848, 
Column 583 | average = 0.495145: 
Column 584 | average = 0.496462: 
Column 585 | average = 0.496537: 
Column 586 | average = 0.492954: 
Column 587 | average = 0.493973: 
Column 588 | average = 0.494267: 
Column 589 | average = 0.496770: 
Column 590 | average = 0.492299: 
Column 591 | average = 0.492511: 
Column 592 | average = 0.494419: 
Column 593 | average = 0.493130: 
Column 594 | average = 0.496531: 
Column 595 | average = 0.497743: 
Column 596 | average = 0.502023: 
Column 597 | average = 0.495459: 
Column 598 | average = 0.492961: 
Column 599 | average = 0.492533: 
Column 600 | average = 0.492266: 
Column 601 | average = 0.490267: 0, 99, 147, 170, 237, 257, 282, 414, 626, 808, 859, 870, 921, 1028, 1101, 1468, 1585, 1677, 1743, 1861, 1928, 2055, 2089, 2186, 2455, 2475, 2530, 2654, 2866, 3068, 3115, 3193, 3467, 3701, 3719, 3865, 3987, 4179, 4182, 4222, 4338, 4409, 4426, 4504, 4599, 4635, 4702, 4756, 4979, 4981, 4990, 5084, 5197, 5297, 5415, 5509, 5517, 5704, 5712, 5749, 5840, 5879, 6169, 6187, 6347, 6575, 6588, 6859, 6883, 6972, 7121, 7160, 7239, 7306, 7387, 7449, 7503, 7529, 7621, 7642, 7689, 7853, 8132, 8295, 8364, 8415, 8432, 8497, 8590, 8652, 8734, 8812, 9223, 9370, 9420, 9436, 9613, 9839, 
Column 602 | average = 0.492142: 
Column 603 | average = 0.497440: 
Column 604 | average = 0.489198: 
Column 605 | average = 0.494540: 
Column 606 | average = 0.495841: 
Column 607 | average = 0.499839: 
Column 608 | average = 0.497768: 
Column 609 | average = 0.502052: 
Column 610 | average = 0.493093: 
Column 611 | average = 0.498361: 
Column 612 | average = 0.492552: 
Column 613 | average = 0.497832: 
Column 614 | average = 0.495113: 
Column 615 | average = 0.488756: 
Column 616 | average = 0.489960: 
Column 617 | average = 0.489563: 
Column 618 | average = 0.496699: 
Column 619 | average = 0.495890: 
Column 620 | average = 0.493000: 
Column 621 | average = 0.496471: 
Column 622 | average = 0.490994: 116, 146, 238, 306, 354, 507, 521, 609, 734, 751, 757, 763, 931, 1306, 1427, 1557, 1826, 2197, 2253, 2489, 2887, 2959, 3023, 3177, 3294, 3365, 3497, 3559, 3576, 3793, 3830, 3839, 3956, 4416, 4447, 4566, 4613, 4822, 4852, 4873, 5160, 5466, 5538, 5595, 5622, 5808, 5995, 6161, 6242, 6271, 6364, 6543, 6589, 6843, 6909, 7159, 7172, 7196, 7441, 7458, 7470, 7507, 7618, 8097, 8108, 8213, 8274, 8374, 8467, 8784, 8826, 8925, 9049, 9150, 9246, 9321, 9329, 9663, 9668, 9730, 9751, 9776, 9788, 9802, 9884, 9904, 9963, 
Column 623 | average = 0.489893: 
Column 624 | average = 0.493601: 
Column 625 | average = 0.495149: 
Column 626 | average = 0.491324: 
Column 627 | average = 0.493480: 
Column 628 | average = 0.495199: 
Column 629 | average = 0.496392: 
Column 630 | average = 0.493461: 
Column 631 | average = 0.494098: 
Column 632 | average = 0.497226: 
Column 633 | average = 0.500278: 82, 268, 507, 691, 701, 706, 810, 853, 944, 1130, 1142, 1261, 1461, 1779, 1790, 1889, 1905, 2008, 2011, 2034, 2051, 2248, 2254, 2285, 2388, 2481, 2490, 2678, 2727, 2879, 3006, 3112, 3386, 3437, 3671, 3702, 3813, 3954, 4181, 4208, 4512, 4562, 4609, 4663, 4732, 4756, 4801, 4834, 4897, 5151, 5295, 5548, 5648, 5668, 5866, 6222, 6258, 6287, 6476, 6522, 6558, 6620, 6645, 6674, 6905, 6930, 6934, 7429, 7619, 7667, 7676, 7832, 7837, 7893, 7942, 7985, 8231, 8351, 8392, 8548, 8681, 8824, 9055, 9117, 9133, 9476, 9477, 9599, 9638, 9656, 9716, 9913, 
Column 634 | average = 0.492489: 
Column 635 | average = 0.495938: 
Column 636 | average = 0.496275: 
Column 637 | average = 0.493232: 
Column 638 | average = 0.490543: 58, 337, 343, 445, 452, 643, 829, 908, 910, 1017, 1098, 1136, 1175, 1222, 1228, 1245, 1342, 1418, 1948, 1949, 2251, 2452, 2465, 2592, 2867, 2954, 2959, 3015, 3087, 3153, 3180, 3182, 3233, 3377, 3401, 3410, 3538, 3545, 3581, 3774, 3981, 4039, 4171, 4197, 4213, 4402, 4502, 4565, 4573, 4639, 4663, 4859, 4879, 5100, 5203, 5259, 5355, 5392, 5404, 5456, 5504, 5596, 5782, 6006, 6029, 6117, 6128, 6401, 6537, 6655, 6855, 6937, 7040, 7042, 7290, 7559, 7601, 7795, 7827, 8104, 8612, 8670, 8690, 8958, 9028, 9204, 9301, 9338, 9636, 9820, 9851, 9872, 9895, 
Column 639 | average = 0.495198: 
Column 640 | average = 0.493246: 
Column 641 | average = 0.490758: 209, 314, 366, 453, 510, 585, 661, 949, 1042, 1080, 1082, 1413, 1554, 1608, 1705, 1818, 1854, 2024, 2067, 2072, 2160, 2284, 2344, 2583, 2671, 2927, 2928, 2930, 2945, 3199, 3290, 3296, 3333, 3366, 3386, 3468, 3500, 3563, 3814, 4016, 4201, 4424, 4476, 4540, 4553, 4849, 5104, 5105, 5175, 5231, 5249, 5365, 5472, 5667, 5730, 5752, 6061, 6090, 6168, 6220, 6330, 6548, 6790, 6796, 6835, 6946, 6949, 6980, 7042, 7070, 7188, 7406, 7462, 7466, 7490, 7681, 7734, 7748, 7822, 7934, 7984, 8048, 8113, 8130, 8389, 8549, 8627, 8632, 8689, 8722, 8760, 8787, 8879, 8922, 9029, 9126, 9178, 9230, 9238, 9407, 9409, 9472, 9793, 9846, 9866, 9879, 
Column 642 | average = 0.496869: 
Column 643 | average = 0.497863: 
Column 644 | average = 0.495848: 
Column 645 | average = 0.494928: 
Column 646 | average = 0.492560: 
Column 647 | average = 0.495066: 
Column 648 | average = 0.492759: 
Column 649 | average = 0.501300: 
Column 650 | average = 0.495503: 
Column 651 | average = 0.497724: 
Column 652 | average = 0.494758: 
Column 653 | average = 0.494703: 
Column 654 | average = 0.496333: 
Column 655 | average = 0.498775: 
Column 656 | average = 0.495709: 
Column 657 | average = 0.491569: 
Column 658 | average = 0.492573: 
Column 659 | average = 0.495516: 
Column 660 | average = 0.498843: 
Column 661 | average = 0.499114: 
Column 662 | average = 0.496746: 
Column 663 | average = 0.497478: 
Column 664 | average = 0.489994: 
Column 665 | average = 0.496341: 
Column 666 | average = 0.490684: 38, 212, 382, 516, 603, 653, 657, 738, 748, 773, 806, 936, 962, 1359, 1417, 1532, 1562, 1763, 1835, 1961, 2053, 2075, 2103, 2169, 2219, 2269, 2302, 2501, 2814, 2965, 3056, 3104, 3232, 3255, 3595, 3614, 3642, 3646, 3668, 3881, 3921, 4028, 4034, 4173, 4191, 4338, 4371, 4464, 4550, 4563, 4656, 4700, 4763, 4898, 4957, 4971, 5040, 5522, 5686, 5808, 5874, 5918, 6004, 6118, 6143, 6193, 6230, 6490, 6506, 6624, 6784, 6844, 6948, 7008, 7332, 7367, 7387, 7502, 7562, 7661, 7669, 7704, 7724, 7782, 7793, 7817, 7843, 8063, 8112, 8361, 8407, 8477, 8501, 8613, 8767, 8846, 8853, 9048, 9095, 9344, 9428, 9450, 9692, 9700, 9747, 9795, 9937, 
